team_key,name,ftp_rank,fgp_rank,_3p_rank,pts_rank,reb_rank,ast_rank,stl_rank,blk_rank,tos_rank,power_rank
364.l.8091.t.7,One for the Mainland,7.2,7.3,5.7,4.1,4.95,6.25,7.05,5.55,9.0,6.34444444444
364.l.8091.t.11,Icin On The Beefcake,9.7,9.0,6.35,4.65,4.5,3.5,6.55,5.25,12.0,6.83333333333
364.l.8091.t.3,Forgot About Dray,13.1,2.8,12.6,11.9,1.7,4.7,6.35,2.25,7.45,6.98333333333
364.l.8091.t.2,#Hwaiting,11.2,4.5,10.75,7.65,3.9,7.8,5.45,3.35,9.45,7.11666666667
364.l.8091.t.12,Valar Moredunkis,5.0,8.3,8.4,5.9,9.3,5.95,7.2,9.1,6.8,7.32777777778
364.l.8091.t.5,D-League All-Stars,3.0,11.6,2.35,6.95,8.6,3.35,8.8,10.4,11.15,7.35555555556
364.l.8091.t.10,Trinh,7.55,7.2,2.9,8.9,12.0,10.75,6.7,7.55,3.55,7.45555555556
364.l.8091.t.6,Jimmy & Jimmy Co.,7.6,7.0,9.7,9.9,7.25,8.7,3.3,8.6,5.25,7.47777777778
364.l.8091.t.8,So Kawhi 。◕ ‿ ◕。,9.4,5.1,8.5,8.3,8.2,12.2,10.1,4.35,3.9,7.78333333333
364.l.8091.t.1,Adam Silver,5.95,9.5,3.3,5.5,11.3,9.2,10.45,9.6,6.5,7.92222222222
364.l.8091.t.9,Stream Team,8.4,8.7,9.15,10.1,8.15,6.7,5.9,9.05,6.05,8.02222222222
364.l.8091.t.4,Cool Cats,3.8,10.3,6.3,4.45,9.0,7.65,8.3,11.65,10.8,8.02777777778
364.l.8091.t.13,Harry B's Hairy Bees,6.0,6.0,8.9,7.5,7.45,9.75,10.9,10.45,5.8,8.08333333333
364.l.8091.t.14,Browshakalaka,7.1,7.7,10.1,9.2,8.7,8.5,7.95,7.85,7.3,8.26666666667
